full_text,username,created_at,klasifikasi
sedikit 4 juta warga bakal jalan mudik lebaran 2024 pesawat temporamadan,tempodotco,Tue Apr 02 08:38:34 +0000 2024,Netral
diskon tarif tol mudik lebaran laku tiga hari 35 april 2024,TirtoID,Tue Apr 02 09:15:06 +0000 2024,Netral
intinyadeh jasa marga laku tingkat layan siap mudik radar traffic counting google hit lane control signal lcs cikampek performa jid fitur journey app travoy jg tambah layan lalu lintas transaksi preservasi tingkat teknologi,intinyadeh,Tue Apr 02 14:58:22 +0000 2024,Netral
pen gage mudik,harisalfarizi_,Tue Apr 02 02:56:15 +0000 2024,Netral
early mudik guys,jims_bims,Tue Apr 02 14:33:11 +0000 2024,Positif
gemes banget mudik bawa kucing pulang kampung kucing oyen mudik,teropongmediaID,Tue Apr 02 13:00:00 +0000 2024,Netral
cuma punya meja lapak doank smg jual kondisi baru no minus tdnya mau jual nasi uduk tp lapak susah bgt drpd mubazir mau jual aja siapa tau bs jd duit mudik ziarah makam ortu sm byr zakat klo laptop punya sdr lg bu jg byr semester lok bgr,shasimi99,Tue Apr 02 15:05:46 +0000 2024,Positif
doi mau mudik keluar jawa nyempetin mau tidur kos bareng asli mood naik abis capek kerja marah sama tuntut atas,Dkrmdot,Tue Apr 02 18:44:40 +0000 2024,Netral
manajer operasional wisnu adi kami mes tiket pesawat pulang pergi balikpapan harga cukup mahal selain mahal juga kemarin sempat susah cari tiket pesawat dekat mudik lebaran belum hotel sekitar 200 juta,ForzaPSIS,Tue Apr 02 09:28:14 +0000 2024,Netral
seru mudik gratis polda sumut sama mahasiswa jakarta medan,HumasPoldaSumut,Tue Apr 02 07:19:42 +0000 2024,Netral
tim ga pernah mudik ga punya kampung paling ge camat belah,ketidakmampuan,Tue Apr 02 11:28:31 +0000 2024,Netral
kendara harus yang aman mudik 2024,Pujanggalapuk1,Tue Apr 02 06:22:26 +0000 2024,Netral
rasa mudik gmn si pls gue fomo umur hidup gapernah mudik,metamoforsiss,Tue Apr 02 02:24:40 +0000 2024,Netral
flu singapura potensi luas mudik lebaran bagaimana ciriciri gejala cara tular,BBCIndonesia,Tue Apr 02 23:51:23 +0000 2024,Netral
kapolri jenderal polisi drs listyo sigit prabowo m si sama menko polhukam ri marsekal tni purn dr hc had tjahjanto sip laku giat patroli udara tinjau kesiap aman arus mudik lebaran 2024 dalam patroli mereka pantau jalur tol,DivHumas_Polri,Tue Apr 02 08:09:17 +0000 2024,Netral
min gue nyari mau ajak makan bakso h1 lebaran aja gue ga mudik terus kalo yang mau pulang lampung lah gue nebeng sampe merak talikasihhrdbacot,marjorieras,Tue Apr 02 13:24:46 +0000 2024,Netral
himbauan mudik lebaran kapolresta sidoarjo,TANGGULANGINSDA,Tue Apr 02 02:42:43 +0000 2024,Netral
tinggal rumah saat mudik,LentaLenta12154,Tue Apr 02 01:52:03 +0000 2024,Netral
bawa aku kota alias ken ngerasain mudik f27 budak korporat golong darah a lanjut tanya lewat dm xixixi talikasihhrdbacot,enrxcvot,Tue Apr 02 14:56:29 +0000 2024,Netral
sidak kesiap kai rangka mudik 2024,OmWalikota,Tue Apr 02 02:07:13 +0000 2024,Netral
tips trick mudik pasta gigi musim hujan,Saathujansenja,Tue Apr 02 02:54:57 +0000 2024,Netral
yang mudik tgl 8 ga,rmttarr,Tue Apr 02 03:06:21 +0000 2024,Netral
turut gus baha rindu tinggi tidak mudik nikmat sambil selalu ingat allah swt,nu_online,Tue Apr 02 07:42:10 +0000 2024,Netral
salah satu tonton nemenin mudik libur lebaran greys anatomy serial udah berseasonseason 2005 yang ngikutin kali season 20nya udah tayang,WatchmenID,Tue Apr 02 01:49:23 +0000 2024,Netral
ken dong ngerasain mudik soal gw ga punya kampung halaman talikasihhrdbacot,isahrs_,Tue Apr 02 14:37:44 +0000 2024,Netral
wow tahun bisa mudik,asahiecstasy,Tue Apr 02 10:24:47 +0000 2024,Positif
mudik bareng warmindo lepas gubernur diy,merapi_uncover,Wed Apr 03 15:21:08 +0000 2024,Netral
rekomendasi mini pouch traveling ni siap mudik mau mudik untuk traveling muat banyak ga makan tempat karna super mini,gummygummy46,Wed Apr 03 12:14:02 +0000 2024,Positif
maaf pak lebih percaya nitip barang gadai habis nitip uang jalan mudik lho kurang enak apa coba cc,KangManto123,Wed Apr 03 04:47:54 +0000 2024,Netral
harubby few tweets au mudik tahun tahun slight hunzy cw kata kasar ps ignore the timestamps,harubbyau,Wed Apr 03 14:57:41 +0000 2024,Negatif
review mudik gratis bumn jasa raharja hari dgn moda kereta api ya sesuai tebak banyak kosong,calomagang,Wed Apr 03 13:15:24 +0000 2024,Netral
markno few tweets au mas pilot amp dek dokter edisi rencana mudik by anakbungsuke2,anakbungsuke2,Wed Apr 03 10:20:38 +0000 2024,Negatif
announcement karena hari raya idul fitri makin dekat dari burjo a ujang putus laku tradisi mudik hitung mulai tanggal 4 april 2024 mulai buka tanggal 2324 april 2024 terimakasih kontenujang masuk aujangmemories,BurjoUjang,Wed Apr 03 12:19:51 +0000 2024,Netral
hal paling sedih mudik lihat orang tua tambah tua,_BungAmar,Wed Apr 03 12:55:54 +0000 2024,Netral
mudik lebaran kali bawa 3 gear untuk ngonten bareng anak istri samasama suka motret,Madariyanhadi,Wed Apr 03 02:47:35 +0000 2024,Netral
yuk anda mudik jgn lupa pijat dulu yg mau panggil tempat benhi jakpus pijatpria pijatjakarta massagepria pijatenak pijathotel pijatpanggilan pijatjakpus pijatjaksel pijatjakbar pijat24jamjakarta,APijatjakpus,Wed Apr 03 04:16:25 +0000 2024,Netral
ness info nih yang bom mudik,unnesmenfess,Wed Apr 03 02:11:57 +0000 2024,Netral
sikon mudik gratis ipg jamkrindo pagi buanyakk kursi kosong bagai hil serta alesan msih kerja calo gagal ngejual tiket perlu evaluasi tahun depan daftar mudik gratis lebih baik,calomagang,Wed Apr 03 03:19:36 +0000 2024,Netral
kepada munafikun kadrun badrun bikin hoax rakyat sdg susah berita bawah fakta drun bukan kata duga gugat kalian lebih 76 rakyat indonesia mudik akan habis 510 juta kampung halaman,Rocky_Antonie,Wed Apr 03 18:22:00 +0000 2024,Netral
pingin atuhlah mudik nya bonceng begini ga punya pasang mudikromantis,azumi_tsuyoshie,Wed Apr 03 05:26:00 +0000 2024,Netral
arus mudik 2024 bakal banyak baru kayak here we goo,cesariyanto,Wed Apr 03 07:23:33 +0000 2024,Netral
ieu kang asep mani popohoan mudik sagala d angkutasep asep,surasujaya,Wed Apr 03 23:33:54 +0000 2024,Netral
gak mudik lebaran mana jomblo pulak dah lah homestay sendiri dah nasib gayjogja,arieskhiel98,Wed Apr 03 23:53:08 +0000 2024,Netral
abis baca komentar ttg berita miris warga 62 gatau arti tol apa komentar banyak protes jalan negara sendiri kok bayar ada compare sama negara tetangga gratisin tol mudik pdhl jarak lampungaceh kan tara sgth,tanyarlfes,Wed Apr 03 02:03:36 +0000 2024,Netral
here we go mudik warmindo 2024,Indrawankw_,Wed Apr 03 07:48:11 +0000 2024,Netral
belum punya tiket mudik gratis ikutin saran mimin datang go show lokasi temu panitia bilang belum punya tiket ikut bis yang masih kosong its work ikut beri tiket amp bingkis,calomagang,Wed Apr 03 03:21:46 +0000 2024,Netral
0639 macet parah cibitung arah cikarang scgc imbas tutup arah putar balik alih jadi arus mudik imbas ada pasar cikarang macet lebih sudah hampir 4 km p makmun infolalinelshinta,RadioElshinta,Wed Apr 03 23:39:43 +0000 2024,Netral
finally ayangku mudik bisa lebaran bareng ayang,yunhyeongsha,Wed Apr 03 08:26:59 +0000 2024,Netral
mudik bang,wayustalkme,Wed Apr 03 07:11:19 +0000 2024,Netral
siap mudik,ersiehaun,Wed Apr 03 12:02:56 +0000 2024,Netral
kilas suasana mudik gratis parkir timur senayan kardus koper tunda,calomagang,Wed Apr 03 12:22:11 +0000 2024,Netral
mudik tanggal cantik kapan eh mudik nya kepo,pijarsandyakala,Wed Apr 03 22:30:34 +0000 2024,Netral
males mudik jir gw males lagi ngumpul tau2 suruh ramal pikir orang cok gw kuliah fapsi bukan hogward,sunoofib,Wed Apr 03 15:41:14 +0000 2024,Netral
udah mudik yaa gayjogja,Admskaaa,Wed Apr 03 23:59:19 +0000 2024,Netral
guysssss gw makin cinta xodiack brutal deh tapi gw bingung sama nama nama membernya keturtuker plis drop link acara apa aja xodiac nanti jalan mudik gw tontonin,pcy_rkive,Wed Apr 03 03:34:43 +0000 2024,Negatif
kalian mudik ga,velayoura,Wed Apr 03 02:48:43 +0000 2024,Netral
naik kereta buset ga jelas bgt padahal banyak orang benerbener butuh mau mudik,ibucinlaprak,Wed Apr 03 23:54:06 +0000 2024,Netral
polres tulungagung musnah ribu miras dari bagai merek kenalpot tidak sesuai spesifikasi teknis polri siap aman mudik lebaran 2024 wujud lebaran aman operasiketupat2024,Res1Tulungagung,Wed Apr 03 09:34:19 +0000 2024,Netral
alhamdulillah lebaran dekat bisa pulang mudik tinggal depok panas penuh anomali so peaceful,pavitahr,Wed Apr 03 03:01:26 +0000 2024,Positif
masuk hari ke23 sudah masuk musim mudik ges bagi kalian mudik guna kendara pribadi jangan lupa servis lebih,gethuk096,Wed Apr 03 06:05:44 +0000 2024,Netral
selamat pagi bg rasa pagi selamat jalan ibadah puasa bg puasa selamat dlm jalan bg hari mudik selamat aktivitas penuh berkah bg hari msh cari rejeki moga semua makhluk bahagia sukacita,AryBandung,Wed Apr 03 21:16:10 +0000 2024,Netral
bagi saudara2 akan mudik daerah solo magelang jogja apabila alami masalah ban mobil wilayah solo raya siap pemkot solo tukang tambal ban on line pemkot surakarta resmi luncur 6 motor tambal ban bas online nama ngrekso ban,merapi_uncover,Wed Apr 03 20:14:52 +0000 2024,Netral
mudik beneran 2024 1000 km pulang tuju ke adu,Petunjukpagi,Wed Apr 03 23:17:33 +0000 2024,Netral
dikirimin video teman mudik medan udah tol pekanbaru dumai ketemu gajah pinggir tol,panca66,Wed Apr 03 10:53:06 +0000 2024,Netral
pada mudik kapan ni gaesss aku mudik bsk malam anak2 stay sini sama mba parmi jd libur dl yaah posting jeki dkk nanti posting kucing2 kampung halaman,mamitigakucing,Wed Apr 03 22:46:28 +0000 2024,Netral
wujud lebaran aman nyaman ratus personel polri wilayah trenggalek siap siaga aman jalur mudik bentuk dukung operasiketupat2024,kuyangmanis_,Wed Apr 03 09:50:13 +0000 2024,Netral
kalian mudik kemanaa,xphuwints,Wed Apr 03 03:48:20 +0000 2024,Netral
innalillahi tol bocimi km 64 longsor daks mana jelang mudik lebaran ya allah,txtdaribogor,Wed Apr 03 16:33:58 +0000 2024,Netral
ramp check operasi ketupat 2024 polri siap aman mudik lebaran 2024 wujud lebaran aman operasiketupat2024,Res1Tulungagung,Wed Apr 03 09:32:51 +0000 2024,Netral
momen mudik lebaran bisa kuat ekonomi desa wisata umkm ekonomikuat kedaulatanpangan,GenZNusantara,Wed Apr 03 22:01:44 +0000 2024,Netral
mudik lebih awal pulang lebih akhir,ARSIPAJA,Wed Apr 03 04:55:11 +0000 2024,Netral
got 1 free day before mudik who is the lucky person who able to meet me,Andipiee,Wed Apr 03 15:11:19 +0000 2024,Positif
the comic relief character in my life kenneth is already gone mudik i am thoroughly and utterly miserable,jessecustre,Wed Apr 03 10:31:02 +0000 2024,Negatif
pertama kali mudik as a new family with a notso baby just the three of us gonna be a long road trip and here the checklist is keep increasing,akunnyasash,Wed Apr 03 14:39:18 +0000 2024,Positif
mudik malang,justpotatoesss,Wed Apr 03 04:26:09 +0000 2024,Netral
lebaran kali mudik gak kalian,convomfs,Wed Apr 03 10:29:39 +0000 2024,Netral
ini tips penting korlantas polri mudik,FamilyYudan,Wed Apr 03 13:05:30 +0000 2024,Netral
info libur bfeeling 2024 halo bfams shop33 bf akan terima pesan maksimal tanggal 5 april yaa bagi kalian ingin mudik saran checkout pesan bf buka di tanggal 16 april terima kasih,bfeeling_,Wed Apr 03 08:27:27 +0000 2024,Netral
pada mudik kapan amp gaes lebaran tahun poroshalangid,PorosHalangID,Wed Apr 03 06:46:02 +0000 2024,Netral
siap mudik santai aman,samuelernando22,Wed Apr 03 20:37:57 +0000 2024,Netral
pasti aman lebaran polres tulungagung laksana apel gelar pasu operasi ketupat meru 2024 polri siap aman mudik lebaran 2024 wujud lebaran aman operasiketupat2024,Res1Tulungagung,Wed Apr 03 09:28:07 +0000 2024,Netral
online classes while mudik seems not a good idea anymore,call911formehh,Wed Apr 03 16:34:13 +0000 2024,Negatif
awal tanya tohok presenter akhir buah bijak selamat mudik yang mudik hati selamat tuju,reviadi23,Wed Apr 03 09:07:57 +0000 2024,Netral
temanteman siapa mudik,tapwestry,Wed Apr 03 13:49:36 +0000 2024,Netral
pasti bbm saldo etol cukup agar jalan mudik ceria penuh makna mudik rupa momen spesial kumpul sama keluarga cinta namun jalan mudik panjang lelah jadi stres operasiketupat2024 mari wujud lebaran aman,PolsekKertasari,Wed Apr 03 10:24:31 +0000 2024,Netral
mudik bareng warmindo lepas gubernur diy,Mandala_Krida,Wed Apr 03 14:24:47 +0000 2024,Netral
rekomendasi tas lebaran a thread rabu melon tomoro enfj fore akmal tuku kopi kenang siang irene kopken mudik janji jiwa dannis point coffee lemon april mop arabica sanggup shinee,Pengenindomiek1,Wed Apr 03 06:19:20 +0000 2024,Netral
wuling new almaz rs pro hybrid suv hybrid fiturnya lengkap bgt nih cocok bgt mudik nnti harga jg oke banget mobil hybrid kalian gimana nih,HoliawanHori,Wed Apr 03 04:41:43 +0000 2024,Positif
mudik dulu,lovestone_toing,Wed Apr 03 02:21:45 +0000 2024,Netral
kaya lg mudik kampung,Reasonwhy1ly,Wed Apr 03 05:52:43 +0000 2024,Netral
bulan april kasus 271t korupsi timah ketua bawaslu tidur jakarta banjir momen lebaran entah apa kalo dulu kan sage green mudik macet drama apa ya,ranrraz,Wed Apr 03 19:24:12 +0000 2024,Negatif
perintah malaysia resmi laku bebas tarif jalan tol lebaran 2024 bisnisupdate update bisnis text,kumparan,Wed Apr 03 10:23:36 +0000 2024,Netral
polri siap mudik aman nyaman amp lancar,ayunda_jelit43,Wed Apr 03 13:49:03 +0000 2024,Netral
p mudik kalian mudik gaa,fvcxietreaa,Wed Apr 03 14:47:34 +0000 2024,Netral
himbauan mudik,SekTanahMerah,Wed Apr 03 02:57:00 +0000 2024,Netral
info tol bocimi longsor brangkali yng mudik arah sukabumi harap hati,MurtadhaOne1,Wed Apr 03 16:27:35 +0000 2024,Netral
polri siap mudik aman nyaman dan lancar,MelindaRat3,Wed Apr 03 13:52:07 +0000 2024,Netral
polri siap mudik aman nyaman amp lancar,BrianPutra66_,Wed Apr 03 13:47:43 +0000 2024,Netral
polri siap mudik aman nyaman dan lancar,AlyaKinant2,Wed Apr 03 13:51:29 +0000 2024,Netral
polri siap mudik aman nyaman amp lancar,Belcitramulia,Wed Apr 03 13:51:03 +0000 2024,Netral
polri siap mudik aman nyaman amp lancar,Deliasanah27,Wed Apr 03 13:51:31 +0000 2024,Netral
info mudik 2024,anericanlirry,Wed Apr 03 13:14:49 +0000 2024,Netral
info mudik 2024,anericanlirry,Wed Apr 03 13:14:18 +0000 2024,Netral
info mudik 2024,anericanlirry,Wed Apr 03 13:14:38 +0000 2024,Netral
info mudik 2024,greeen_applee,Wed Apr 03 13:12:25 +0000 2024,Netral
prepare mudik semarang be like,griefendheaven,Wed Apr 03 15:20:43 +0000 2024,Netral
polri siap mudik aman nyaman amp lancar,UlfaMaritsa86,Wed Apr 03 13:53:12 +0000 2024,Netral
info mudik 2024,melsalsida,Wed Apr 03 13:13:52 +0000 2024,Netral
polri siap mudik aman nyaman n lancar,_RAjisena_,Wed Apr 03 13:48:21 +0000 2024,Netral
jelang raya hari raya idul fitri 1445 h 2024 m kapolres mesuji cek kesiap pos layan pos aman sekaligus laku kece kesiap jalur mudik telah baik jalan lintas sumatera camat simpang pematang kabupaten mesuji opsketupat,humaspoldalpg,Wed Apr 03 09:37:46 +0000 2024,Netral
info mudik 2024,greeen_applee,Wed Apr 03 13:13:18 +0000 2024,Netral
info mudik 2024,greeen_applee,Wed Apr 03 13:13:18 +0000 2024,Netral
info mudik 2024,anericanlirry,Wed Apr 03 13:14:38 +0000 2024,Netral
mudik lebaran,myminemind31,Wed Apr 03 12:20:26 +0000 2024,Netral
info mudik 2024,greeen_applee,Wed Apr 03 13:13:18 +0000 2024,Netral
tnipolri siap aman mudik lebaran 2024 wujud lebaran aman operasiketupat2024 kapolri jenderal polisi sama panglima tni jenderal tni h agus subiyanto se pimpin apel gelar pasu operasi ketupat 2024,1trenggalek,Wed Apr 03 09:31:36 +0000 2024,Netral
polri siap mudik aman nyaman n lancar,FikriNurr88,Wed Apr 03 13:46:54 +0000 2024,Netral
info mudik 2024,greeen_applee,Wed Apr 03 13:13:18 +0000 2024,Netral
lebih car centric sono drpd indonesia sbnrny ngomongin kl indonesia udah tol kasih diskon sblm covid aja mudik gratis diincer mana calo,jr205newlivery,Wed Apr 03 02:23:12 +0000 2024,Netral
gercep emang yaa kerja polisi jelang arus mudik polres sumenep jumlah instansi kait gelar patroli gabung operasiketupat2024 wujud lebaran aman,hanya_fatmaa,Wed Apr 03 09:50:00 +0000 2024,Netral
indonesia cuma diskon tol,Tan_Mar3M,Wed Apr 03 14:11:01 +0000 2024,Netral
info mudik 2024,Azizahhuma,Wed Apr 03 13:13:15 +0000 2024,Netral
kapolri jenderal polisi drs listyo sigit prabowo imbau masyarakat akan mudik atur waktu jalan salah satu hindar puncakpuncak arus mudik operasiketupat2024,HumasPoldaJatim,Wed Apr 03 09:32:17 +0000 2024,Netral
polri siap mudik aman nyaman dn lancar,SelinAnggraeni,Wed Apr 03 13:51:17 +0000 2024,Netral
tarif tol gratis mudik lebaran malaysia bisa indonesia ikan hal rupa tempobisnis,tempodotco,Wed Apr 03 09:24:36 +0000 2024,Netral
polri siap mudik aman nyaman dn lancar,AdityaRizk11,Wed Apr 03 13:47:18 +0000 2024,Netral
info mudik 2024,anericanlirry,Wed Apr 03 13:14:42 +0000 2024,Netral
semua orang dah mudik aku masih di jogja dan semua tiket kereta pada abis,_pipppppppp,Wed Apr 03 06:58:40 +0000 2024,Netral
ayang ryo mudik,monkayoZz,Wed Apr 03 12:04:17 +0000 2024,Netral
mudik,oceanho_,Wed Apr 03 15:00:32 +0000 2024,Netral
siap mudikini tips mudik aman,Miola444,Wed Apr 03 11:41:27 +0000 2024,Netral
coba liat komen fb yang bandingin ama naik pesawat kalo satu orang mah jelas bangey mending naik pesawat lah kalo berame2 1 keluarga naik mobil jauh lebib mending lewat tol lebih irit yakali rame2 1 keluarga mudik beli tiket pesawat 1,caluxcreeck,Wed Apr 03 09:46:51 +0000 2024,Netral
anak temcy dah mudik jalan sepi,bgboy77,Wed Apr 03 16:38:43 +0000 2024,Netral
kapolri jenderal pol drs listyo sigit prabowo sama panglima tni pimpin apel gelar pasu operasi ketupat 2024 silang monas polri siap aman mudik lebaran 2024 operasiketupat2024,HumasPoldaJatim,Wed Apr 03 09:38:59 +0000 2024,Netral
siap mudik lebaran yang santai aman,Ferri254,Wed Apr 03 09:25:51 +0000 2024,Netral
siap mudikini tips mudik aman,Miola444,Wed Apr 03 11:39:02 +0000 2024,Netral
siap mudik lebaran santai aman,BalmondSakti,Wed Apr 03 12:49:41 +0000 2024,Netral
tips mudik aman nyaman sehat selamat,AnisaHehan63035,Wed Apr 03 13:54:31 +0000 2024,Netral
info mudik 2024,Azizahhuma,Wed Apr 03 13:14:28 +0000 2024,Netral
simak mudik,Kus876605864670,Wed Apr 03 09:51:20 +0000 2024,Netral
kerja 2024 mudik lebaran,aditiaptdra,Wed Apr 03 13:40:52 +0000 2024,Netral
siap mudik lebaran santai aman,any_cinta88,Wed Apr 03 09:53:46 +0000 2024,Netral
ka motis adlh program angkut motor gratis ada kemenhub periode mudik lebaran rute jalan adlh purwosari pws madiun mn dgn harga tiket 54rb fyi saya gk bawa motor beli tiket hari h lalu kai access,mercybalap,Wed Apr 03 15:40:22 +0000 2024,Netral
info mudik 2024,Azizahhuma,Wed Apr 03 13:15:20 +0000 2024,Netral
info mudik 2024,Azizahhuma,Wed Apr 03 13:15:28 +0000 2024,Netral
info mudik 2024,Azizahhuma,Wed Apr 03 13:15:46 +0000 2024,Netral
tol bocimi longsor km 64 parung kudasukabumi rabu 030424 info 1 mobil terjun ke jurang belum jg guna mudik 2024 tolbocimi ciawicibadak seksi ii dgn exit tol parungkuda longsor tsunami hotman sirekap banjir poligami selingkuh tb simatupang vidi,rohta_julian,Wed Apr 03 15:48:56 +0000 2024,Netral
siap 3 ini mudik,any_cinta88,Wed Apr 03 09:59:45 +0000 2024,Netral
info mudik 2024,Azizahhuma,Wed Apr 03 13:13:52 +0000 2024,Netral
bandung ada mudik kamphalaman,ABDULFATAH19322,Wed Apr 03 03:57:54 +0000 2024,Netral
pada sobat polri laksana mudik lebaran 2024 imbau kami rumah aman saat tinggal mudik baik perlu sobat laku lapor tempat lapor polsek dekat operasiketupat2024 mari wujud lebaran aman,HumasPoldaJatim,Wed Apr 03 09:33:25 +0000 2024,Netral
siap mudik lebaran yang santai aman,totobaqi,Wed Apr 03 08:50:40 +0000 2024,Netral
packing mudik normal people binge watching,arulfittron,Wed Apr 03 16:58:24 +0000 2024,Positif
ingat jaga selamat mudik lebaran,pontianak_timur,Wed Apr 03 05:23:50 +0000 2024,Netral
siap mudik lebaran santai aman,CoffenBee,Wed Apr 03 11:03:12 +0000 2024,Netral
mudik aman nyaman,Dodi_irawan__,Wed Apr 03 09:05:25 +0000 2024,Netral
mudik aman sehat,Noorhafiza84070,Wed Apr 03 09:47:58 +0000 2024,Netral
siap mudik lebaran yang santai aman,gumilar_1983,Wed Apr 03 09:28:10 +0000 2024,Netral
udah paling bener mudik abis lebaran,convomfs,Thu Apr 04 23:24:21 +0000 2024,Netral
orang mudik orang betawi mudik,txtdrjkt,Thu Apr 04 02:01:21 +0000 2024,Netral
gw udh egk kuwat fyp gw isi mudik begini gw mo mudik konvoi gin bareng smua keluarga besar dr jkt tp egk tau raun jd pulang apa egk btw klo yang bingung knp nyetirnya barbar bgt emg bgni klo sumatera klo ga gtu ga bakal nyampe2,__braderhood,Thu Apr 04 13:12:12 +0000 2024,Netral
cm absen mudik bawabawa leptop,collegemenfess,Thu Apr 04 14:16:04 +0000 2024,Netral
lur kalian mudik ngga mas n mbak,SoloMenfess,Thu Apr 04 19:54:50 +0000 2024,Netral
kdm yeorobun hari mudik tiati yaa syukur banget kalian masih pulkam jadi keinget quotes welcome to samdalri,kdrama_menfess,Thu Apr 04 11:51:35 +0000 2024,Positif
saat teman2 mudik ada bandara stasiun ka terminal bis amp public area hendak berhati2 waspada curi modus baru spt viralkan biar banyak saudara kita yang tahu,MohammadKhafid3,Thu Apr 04 06:02:16 +0000 2024,Netral
bentar lebaran ga sabar mudik ketemu orang tua deg2an nyiapin mental soal kalo ngeliat keriput nambah sama uban makin banyak tu hati jadi remuk ada ngerasa gin,aan__,Thu Apr 04 11:51:23 +0000 2024,Negatif
yang mau mudik periksa kondisi ban apalagi klo pakai ban kelas eco2an michellin primacy umur 4bln aja beranta gin pasti kondisi fisik ada rusa tekan ban sesuai anjur pabrikan moga selamat tuju,innovacommunity,Thu Apr 04 06:21:41 +0000 2024,Netral
kapan kalian mudik,Jelajahi_IDN,Thu Apr 04 21:34:40 +0000 2024,Netral
gak balik pulang lebih awal amp mudik lebih akhir,Joker_Li55ong,Thu Apr 04 10:29:38 +0000 2024,Netral
dear follower gua lagi bimbang h1 mudik kumpul duit belum mampu rental mobil utk pamer keluarga kampung tetap mudik ya kawan bapakibu kalian lebih butuh opor habis makan anak pulang sholat ied banding flexing kalian,MafiaWasit,Thu Apr 04 06:25:14 +0000 2024,Netral
met mudik semua masbroli ngeeeng ketemu crocochilde tartali,kanekane_bul,Thu Apr 04 14:30:54 +0000 2024,Netral
if the rain isnt enough to cool down your head maybe the beach can freshen up your day selamat mudik tweeps,ngeselindeh,Thu Apr 04 05:12:50 +0000 2024,Positif
siapa lebaran mudik kalian mudik kmn ges,jessica_V1RST,Thu Apr 04 15:37:01 +0000 2024,Netral
lagi mudik 9 pemuda ini makan di buah warung yang milik sudah tinggal fix cerita mudik paling rem makan buah warung nyata telusur milik tinggal sejak lama a thread ceritaserem bacahorror mudik,RJL5_official,Thu Apr 04 11:01:19 +0000 2024,Netral
selamat vagiii ada masih dijakarta apa mudik,blukutuk4,Thu Apr 04 02:38:34 +0000 2024,Netral
mlm minggu sbelum mudik ken nyobain 3s deh,an_dini86,Thu Apr 04 05:47:28 +0000 2024,Netral
suara orang jujur revolusi mental hasil demokrasi nepotisme infrastruktur utang gunung umkm ekonomi rakyat miskin tetap tinggi didik iq 78 koma mudik akan ramai mobil esemka,SahLeoSin,Thu Apr 04 08:01:17 +0000 2024,Negatif
rumah udah mudik,xyzbcale,Thu Apr 04 09:31:07 +0000 2024,Netral
mau lebaran body msh aman yaa fyi slot jogja ready sd senin 8 april 2024 krn bakal mudik jkt pijatpriajogja pijatjakarta pijatpria,ferdi_jogjaa,Thu Apr 04 23:31:31 +0000 2024,Positif
besok sender bakal mudik trus bapak sender nyuruh gausah puasa krn hitung musafir nah jarak gin kalian baik sender usahain puasangga tia,tanyarlfes,Thu Apr 04 13:53:38 +0000 2024,Netral
mudik gratis sukses indonesia jakarta kamis pagi tuju sesmarangan kosong jombang fullseat,calomagang,Thu Apr 04 02:12:45 +0000 2024,Netral
first time mudik lesgoooo,ahnaffaadhil,Thu Apr 04 15:17:41 +0000 2024,Positif
yang mau mudik udah siap apa ditanyain kapan nikah udah punya jawab,kleponmaniz,Thu Apr 04 13:26:49 +0000 2024,Netral
ayooo mudik fii amanillah doa safar bismillah 1x kemudian baca takbir allahu akbar 3x subhanalladzi sakhkhoro lanaa hadzaa wa maa kunnaa lahu muqriniin wa innaa ilaa robbinaa lamunqolibuun hero take care,Halimoon8,Thu Apr 04 16:00:40 +0000 2024,Netral
cuma ngalamin ini sih tapi pas waktu covid tiket murah sekali ngk sampe 6jt mudik sama balik apalagi pas balik medan jayapura cuma 25jt,ciperamanuk,Thu Apr 04 14:38:45 +0000 2024,Netral
poin plus mudik gratis sukses indonesia jakarta kamis pagi 4 april 2024 ga punya tiket dateng langsung lokasi temu panitia jelas mau ikut mudik punya tiket boleh naik rejekinya orang mau usaha amp upaya,calomagang,Thu Apr 04 06:31:29 +0000 2024,Netral
ko kirakira lah kalau ngasih potong pajak urus pada gak jadi mudik,ws_parsito,Thu Apr 04 17:35:45 +0000 2024,Netral
so its eid alfitr soon and many id bros will be doing mudik which means going back to their hometowns to see their families dont forget to take care of your health and be careful on the road,benthomasV,Thu Apr 04 03:50:37 +0000 2024,Positif
salah harus moga jadi jodoh baik for someone who deserve it jadi menantu baik jadi orang tua baik anak2 jadi istrisuami baik pasang masa gitu aja ga ngerti pantesan tiap mudik tanya mulu kapan nikah,investorgabut,Thu Apr 04 06:02:04 +0000 2024,Netral
mudik nyiapin baju mudik nyiapin buku,alunissace,Thu Apr 04 13:28:18 +0000 2024,Netral
mudik core,keunbbeumi,Thu Apr 04 07:05:14 +0000 2024,Netral
breaking news lkembali jadi tmpat sama malam baru beberapa menit lalujl magelang puter balik pasar slemanagya vs pick up muat tahuyang sedang mudik mau mudik jogja hati hati jalan mulai padat bahkan dini hari,merapi_uncover,Thu Apr 04 21:37:02 +0000 2024,Netral
turut salah satu barang wajib kalian bawa pas jalan jauh liburann mudik lebaran apa khusus cewe lumayan ribet kalau mau pakai toilet umum,solusitrnsport,Thu Apr 04 08:26:45 +0000 2024,Negatif
outfit mudikmaaf belahanya mana emang suka anak,dxdchggxz,Thu Apr 04 16:44:12 +0000 2024,Netral
rencana mo mudik bosque,eNol_kilometer,Thu Apr 04 05:30:22 +0000 2024,Netral
